Tokens,Tags,Polarities
"['Overall', ':', 'Poor', ',', 'Features', ':', 'Average', ',', 'Performance', ':', 'Poor', ',', 'Battery', 'Life', ':', 'Excellent', ',', 'Price', '-', 'Value', ':', 'Poor']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['Microsoft', 'seems', 'to', 'be', 'unable', 'to', 'keep', 'up', 'with', 'repairs', 'for', 'the', 'multitude', 'of', 'windows', 'problems', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['The', 'graphics', 'are', 'stunning', '.']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['-LRB-', 'I', 'found', 'a', '2GB', 'stick', 'for', 'a', 'bit', 'under', '$', '50', '-RRB-', 'Nice', 'and', 'portable', 'and', 'definitely', 'a', 'decent', 'enough', 'system', 'to', 'keep', 'you', 'entertained', 'while', 'sitting', 'in', 'the', 'airplane', 'for', 'a', 'couple', 'of', 'hours', ',', 'or', 'at', 'the', 'hotel', 'taking', 'care', 'of', 'some', 'last', 'minute', 'details', 'and', 'documents', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['after', 'much', 'effort', 'and', '10', 'days', 'ASUS', 'replaced', 'itThe', 'WiFi', 'is', 'very', 'weak', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"['You', 'can', 'call', 'HP', 'and', 'they', 'want', 'you', 'to', 'buy', 'more', 'software', 'to', 'fix', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1]"
"['It', 'is', 'easy', 'to', 'navigate', 'and', 'update', 'programs', '.']","[0, 0, 0, 0, 1, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['It', 'is', 'easy', 'to', 'navigate', 'and', 'update', 'programs', '.']","[0, 0, 0, 0, 1, 0, 1, 2, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1]"
"[',', 'Applications', 'respond', 'immediately', '-LRB-', 'not', 'like', 'the', 'tired', 'MS', 'applications', '-RRB-', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[',', 'Applications', 'respond', 'immediately', '-LRB-', 'not', 'like', 'the', 'tired', 'MS', 'applications', '-RRB-', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1]"
"['All', 'in', 'all', ',', 'a', 'very', 'disappointing', 'experience', 'except', 'that', 'I', 'learned', 'how', 'good', 'the', 'Geek', 'Squad', 'is', 'and', 'also', 'Customer', 'Service', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['The', 'only', 'drawback', 'for', 'me', 'is', 'how', 'dirty', 'the', 'screen', 'gets', ',', 'and', 'rather', 'quickly', 'too', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'laptop', 'is', 'very', 'lightweight', ',', 'can', 'easily', 'carry', 'around', 'in', 'a', 'knapsack', 'full', 'of', 'text', 'books', 'and', 'it', 'barely', 'adds', 'any', 'weight', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'laptop', 'is', 'very', 'lightweight', ',', 'can', 'easily', 'carry', 'around', 'in', 'a', 'knapsack', 'full', 'of', 'text', 'books', 'and', 'it', 'barely', 'adds', 'any', 'weight', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Seems', 'to', 'slow', 'down', 'occassionally', 'but', 'can', 'run', 'many', 'applications', '-LRB-', 'ie', 'Internet', 'tabs', ',', 'programs', ',', 'etc', '-RRB-', 'simultaneously', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Seems', 'to', 'slow', 'down', 'occassionally', 'but', 'can', 'run', 'many', 'applications', '-LRB-', 'ie', 'Internet', 'tabs', ',', 'programs', ',', 'etc', '-RRB-', 'simultaneously', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
"['Seems', 'to', 'slow', 'down', 'occassionally', 'but', 'can', 'run', 'many', 'applications', '-LRB-', 'ie', 'Internet', 'tabs', ',', 'programs', ',', 'etc', '-RRB-', 'simultaneously', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'did', 'not', 'like', 'the', 'loud', 'noises', 'it', 'made', 'or', 'how', 'the', 'bottom', 'of', 'the', 'computer', 'would', 'get', 'really', 'hot', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'did', 'not', 'like', 'the', 'loud', 'noises', 'it', 'made', 'or', 'how', 'the', 'bottom', 'of', 'the', 'computer', 'would', 'get', 'really', 'hot', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1]"
"['I', 'had', 'in', 'the', 'past', 'a', 'Dell', 'laptop', 'and', 'they', 'sent', 'me', 'the', 'items', 'it', 'needed', 'or', 'they', 'sent', 'a', 'repair', 'technician', 'to', 'my', 'house', 'to', 'fix', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1]"
"['defective', 'software', '.']","[0, 1, 0]","[-1, 0, -1]"
"['This', 'computer', 'was', 'so', 'challenging', 'to', 'carry', 'and', 'handle', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['This', 'computer', 'was', 'so', 'challenging', 'to', 'carry', 'and', 'handle', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Cords', 'coming', 'out', 'the', 'right', 'for', 'power', 'plus', 'cords', 'coming', 'out', 'front', 'for', 'headphones', '/', 'mic', 'plus', 'network', 'connection', 'on', 'left', 'make', 'for', 'a', 'very', 'messy', 'setup', 'with', 'cords', 'going', 'every', 'direction', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"['Unless', 'you', 'want', 'to', 'be', 'inconvenienced', 'with', 'a', 'non', 'working', 'power', 'supply', 'which', 'you', 'ca', ""n't"", 'find', 'a', 'replacement', 'for', 'because', 'they', 'made', 'the', 'attachment', 'so', 'small', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'is', 'much', 'faster', 'than', 'my', 'desktop', 'which', 'is', 'a', 'Core2', 'Quad', 'running', 'at', '2.83', 'GHz', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1]"
"['It', 'is', 'good', 'to', 'know', 'that', 'I', 'can', 'mobilize', 'without', 'having', 'to', 'worry', 'about', 'the', 'battery', 'life', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['The', 'screen', 'is', 'nice', ',', 'side', 'view', 'angles', 'are', 'pretty', 'good', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'fact', 'that', 'the', 'screen', 'reacts', 'to', 'the', 'lighting', 'around', 'you', 'is', 'an', 'added', 'luxury-when', 'you', 'are', 'working', 'around', 'others', 'in', 'dark', 'areas', 'and', 'want', 'privacy', 'or', 'do', ""n't"", 'want', 'to', 'bother', 'them', 'with', 'bright', 'lighting', ',', 'it', 'is', 'very', 'convenient', 'to', 'have', 'a', 'darker', ',', 'softer', 'lit', 'screen', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'fact', 'that', 'the', 'screen', 'reacts', 'to', 'the', 'lighting', 'around', 'you', 'is', 'an', 'added', 'luxury-when', 'you', 'are', 'working', 'around', 'others', 'in', 'dark', 'areas', 'and', 'want', 'privacy', 'or', 'do', ""n't"", 'want', 'to', 'bother', 'them', 'with', 'bright', 'lighting', ',', 'it', 'is', 'very', 'convenient', 'to', 'have', 'a', 'darker', ',', 'softer', 'lit', 'screen', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['3', 'weeks', 'went', 'by', 'and', 'the', 'computer', 'keeps', 'crashing', 'and', 'will', 'not', 'open', 'any', 'applications', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['Not', 'to', 'mention', 'sometimes', 'the', 'whole', 'charger', 'unit', 'will', 'decide', 'not', 'to', 'work', 'entirely', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1]"
"['Looks', 'nice', ',', 'but', 'has', 'a', 'horribly', 'cheap', 'feel', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['Looks', 'nice', ',', 'but', 'has', 'a', 'horribly', 'cheap', 'feel', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'have', 'other', 'computers', 'that', 'get', 'strong', 'signals', 'that', 'do', ""n't"", 'drop', 'in', 'places', 'that', 'this', '``', 'net', '``', 'book', 'loses', 'its', 'signal', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'have', 'other', 'computers', 'that', 'get', 'strong', 'signals', 'that', 'do', ""n't"", 'drop', 'in', 'places', 'that', 'this', '``', 'net', '``', 'book', 'loses', 'its', 'signal', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['The', 'feel', 'of', 'this', 'is', 'better', 'than', 'the', 'Toshiba', ',', 'too', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'would', 'recommend', 'this', 'laptop', 'to', 'anyone', 'looking', 'to', 'get', 'a', 'new', 'laptop', 'who', 'is', 'willing', 'to', 'spend', 'a', 'little', 'more', 'money', 'to', 'get', 'great', 'quality', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['I', 'upgraded', 'the', 'memory', 'and', 'replaced', 'the', 'base', 'Windows', '7', 'Starter', 'to', 'Win', '7', 'Home', ',', 'and', 'it', 'runs', 'just', 'fine', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'upgraded', 'the', 'memory', 'and', 'replaced', 'the', 'base', 'Windows', '7', 'Starter', 'to', 'Win', '7', 'Home', ',', 'and', 'it', 'runs', 'just', 'fine', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'upgraded', 'the', 'memory', 'and', 'replaced', 'the', 'base', 'Windows', '7', 'Starter', 'to', 'Win', '7', 'Home', ',', 'and', 'it', 'runs', 'just', 'fine', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'upgraded', 'the', 'memory', 'and', 'replaced', 'the', 'base', 'Windows', '7', 'Starter', 'to', 'Win', '7', 'Home', ',', 'and', 'it', 'runs', 'just', 'fine', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['I', 'am', 'not', 'sure', 'if', 'it', 'was', 'the', 'drive', 'itself', ',', 'however', ';']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1]"
"['Also', ',', 'one', 'of', 'the', 'users', 'mentioned', 'how', 'the', 'edges', 'on', 'the', 'macbook', 'is', 'sharp', ',', 'if', 'you', 'have', 'money', 'to', 'spend', 'on', 'one', 'of', 'the', 'incase', 'shells', ',', 'it', 'does', ""n't"", 'seem', 'to', 'be', 'a', 'problem', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Also', ',', 'one', 'of', 'the', 'users', 'mentioned', 'how', 'the', 'edges', 'on', 'the', 'macbook', 'is', 'sharp', ',', 'if', 'you', 'have', 'money', 'to', 'spend', 'on', 'one', 'of', 'the', 'incase', 'shells', ',', 'it', 'does', ""n't"", 'seem', 'to', 'be', 'a', 'problem', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'is', 'easy', 'to', 'use', ',', 'its', 'keyboard', 'easily', 'accommodates', 'large', 'hands', ',', 'and', 'its', 'weight', 'is', 'fantasic', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'is', 'easy', 'to', 'use', ',', 'its', 'keyboard', 'easily', 'accommodates', 'large', 'hands', ',', 'and', 'its', 'weight', 'is', 'fantasic', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['It', 'is', 'easy', 'to', 'use', ',', 'its', 'keyboard', 'easily', 'accommodates', 'large', 'hands', ',', 'and', 'its', 'weight', 'is', 'fantasic', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Called', 'Acer', 'many', 'times', ',', 'they', 'want', 'me', 'to', 'pay', 'the', 'shipping', 'to', 'ship', 'it', 'to', 'their', 'repair', 'center', '-', 'I', 'was', 'very', 'disappointed', 'since', 'it', 'is', 'a', 'brand', 'new', 'computer', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Called', 'Acer', 'many', 'times', ',', 'they', 'want', 'me', 'to', 'pay', 'the', 'shipping', 'to', 'ship', 'it', 'to', 'their', 'repair', 'center', '-', 'I', 'was', 'very', 'disappointed', 'since', 'it', 'is', 'a', 'brand', 'new', 'computer', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'should', 'have', 'checked', 'this', 'before', 'I', 'installed', 'my', 'applications', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['The', 'battery', 'is', 'really', 'long', '.']","[0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1]"
